Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month, REPORTED Total Monthly Potable Water Production 2014/2015 , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII 2014/2015 (Subset of REPORTED Total Monthly Potable Water Production 2014/2015),REPORTED Monthly Ag Use 2014/2015 (This value is removed from REPORTED Total Monthly Potable Water Production 2014/2015 by Water Board staff to obtain CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),REPORTED Monthly Ag Use 2013 (This value is removed from REPORTED Total Monthly Potable Water Production 2013 by Water Board Staff to obtain CALCULATED Total Monthly Potable Water Production 2013 Gallons),Optional - REPORTED Recycled Water,REPORTED Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Conservation Standard (starting in June 2015),Supplier has Agricultural Water Use Exclusion Certification (list of received certifications available at: http://www.waterboards.ca.gov/water_issues/programs/conservation_portal/agriculture/),CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2014/2015 - REPORTED Monthly Ag Use 2014/2015; converted to gallons.),CALCULATED Total Monthly Potable Water Production 2013 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2013 - REPORTED Monthly Ag Use 2013; converted to gallons.),CALCULATED Monthly CII 2014/2015 (Subset of CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),CALCULATED R-GPCD 2014/2015 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections,Hydrologic Region
San Diego  City of,Permanent Mandatory Restrictions,Yes,14-Jun,18798,18656,,,,,AF,"Residential use was estimated by looking at metered consumption of single-family and multi-family residential accounts, and residential irrigation accounts for FY 2014, and dividing it by total water produced in FY 2014.",1324305,,"Water waste complaints have gone up 300% in July, compared to normal monthly average.  Current methods publicized to report water waste is via phone or email.  Currently tapping hourly meter readers and other City employees to report and/or investigate water waste.  No fines or citations issued so far, citizens are cooperating.","The City of San Diego boosted outreach efforts and added $250,000 in media buys in both FY 2014 and FY 2015 to promote the water conservation message.  City also boosted funding for landscape retrofit rebates by adding over half a million dollars ($550,000) per year of operating funds and 2.0 full-time positions for grass replacement, micro irrigation retrofit, and rain barrels.  Also, the first 6 months of 2014 has been declared the hottest on record in San Diego, dating back to the late 1800's.  ",NULL,No,"6,125,355,125","6,079,084,222",Null,82.8,53.7,No Correction,South Coast
Truckee-Donner Public Utilities District,4,Yes,15-Aug,153561437,218321805,34338437,0,0,,G,,32776,117.9,,,28%,No,"153,561,437","218,321,805","34,338,437",117.9,78,No Correction,North Lahontan
Truckee-Donner Public Utilities District,4,Yes,15-Jul,148338670,243694897,31009609,0,0,0,G,,32776,115,,,28%,No,"148,338,670","243,694,897","31,009,609",115.3,79,No Correction,North Lahontan
Truckee-Donner Public Utilities District,4,Yes,15-Jun,129835000,198856454,28048655,0,0,,G,"The TDPUD has incorporated a modified methodology for calculating total population served, utilizing published data from the 2010 Census and the CA Department of Finance estimated household population numbers for the Town of Truckee.  The detailed description has been submitted to the SWRCB for review and is available upon request.",32776,103,,,28%,No,"129,835,000","198,856,454","28,048,655",103,78,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,15-May,90546000,181158624,18689393,0,0,,G,"Due to the high transient population of a resort community, the TDPUD has adopted a revised methodology for total population served, utilizing calculations provided in the 2010 Census and the Ca. Department of Finance estimations for persons per household within the TDPUD service area.  A justification for the revised methodology has been submitted to SWRCB and available upon request.",32776,71,"TDPUD provides a web-based reporting tool for drought regulation violators and water wasters.  For the month of May, 2015  a majority of the inquiries  were information requests only.  TDPUD staff responds to the requests via email and phone, but these numbers are not provided in this report.",,NULL,No,"90,546,000","181,158,624","18,689,393",70.4,79,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,15-Apr,72903300,108410800,,,,,G,"The Truckee Donne Public Utility District has utilized California Department of Finance and 2010 Federal Census estimated figures to calculate the actual population of the Town of Truckee (TDPUD water service area), based on the number of housing units multiplied by the average persons per household.",32776,59,,,NULL,No,"72,903,300","108,410,800",Null,59.3,80,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,15-Mar,71941900,87523000,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,58.1,,,NULL,No,"71,941,900","87,523,000",Null,58.1,82,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,15-Feb,66174900,82925600,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee:  number of housing units multiplied by the persons per household.,32776,59.8,,,NULL,No,"66,174,900","82,925,600",Null,59.8,83,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,15-Jan,78723000,95963300,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,64.3,,,NULL,No,"78,723,000","95,963,300",Null,64.3,83,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,14-Dec,76235400,82791200,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,62.3,,,NULL,No,"76,235,400","82,791,200",Null,62.3,83,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,14-Nov,70046200,71190400,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,59,,,NULL,No,"70,046,200","71,190,400",Null,59.1,83,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,14-Oct,104541700,103019100,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,83.3,,,NULL,No,"104,541,700","103,019,100",Null,83.3,81,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,14-Sep,151274944,168001710,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census numbers for the Town of Truckee:  number of housing units multiplied by the persons per household.,32776,123.1,,,NULL,No,"151,274,944","168,001,710",Null,123.1,80,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,14-Aug,179050539,218321805,,,,,G,Total Population Served has been calculated using the California Department of Finance numbers and adjusted 2010 Census numbers for the Town of Truckee: number of housing units multiplied by the persons per household,32776,132.2,,,NULL,No,"179,050,539","218,321,805",Null,132.2,75,No Correction,North Lahontan
Truckee-Donner Public Utilities District,2,Yes,14-Jul,217004652,243694897,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,162.3,,,NULL,No,"217,004,652","243,694,897",Null,162.3,76,No Correction,North Lahontan
Truckee-Donner Public Utilities District,,,14-Jun,201222853,198856454,,,,,G,Total Population Served has been calculated using the California Department of Finance published numbers and the 2010 Census data for the Town of Truckee: number of housing units multiplied by the persons per household.,32776,155.5,,,NULL,No,"201,222,853","198,856,454",Null,155.5,76,No Correction,North Lahontan
"Modesto, City of",Stage 2,Yes,15-Aug,1783907057,2509910263,1211851534,,,,G,,220916,177,,,36%,No,"1,783,907,057","2,509,910,263","1,211,851,534",176.9,67.9,No Correction,San Joaquin River
"Modesto, City of",State 2,Yes,15-Jul,1746195892,2581933075,,,,,G,,220916,177,,,36%,No,"1,746,195,892","2,581,933,075",Null,176.4,69.2,No Correction,San Joaquin River
"Modesto, City of",Stage 2,Yes,15-Jun,1512499260,2293460739,336293486,,,,G,,220916,174,,,36%,No,"1,512,499,260","2,293,460,739","336,293,486",179.6,78.7,No Correction,San Joaquin River
"Modesto, City of",Stage 2,Yes,15-May,1333776199,2102979164,419871834,,,,G,,220916,136,,,NULL,No,"1,333,776,199","2,102,979,164","419,871,834",135.7,69.7,No Correction,San Joaquin River
"Modesto, City of",STAGE 2,Yes,15-Apr,1292558954,1599080360,,,,,G,,220916,141,,,NULL,No,"1,292,558,954","1,599,080,360",Null,140.4,72,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,15-Mar,1163084669,1078141335,,,,,G,,217269,155,,,NULL,No,"1,163,084,669","1,078,141,335",Null,139.5,80.8,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,15-Feb,832442734,907007141,,,,,G,,217269,100,,,NULL,No,"832,442,734","907,007,141",Null,100.4,73.4,No Correction,San Joaquin River
"Modesto, City of",STAGE 1,Yes,15-Jan,884138971,1119916195,,,,,G,,217269,95,,,NULL,No,"884,138,971","1,119,916,195",Null,94.9,72.3,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,14-Dec,876078583,1093153522,,,,,G,,217269,95,,,NULL,No,"876,078,583","1,093,153,522",Null,95.3,73.3,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,14-Nov,1055075403,1302876190,,,,,G,,217269,105,,,NULL,No,"1,055,075,403","1,302,876,190",Null,108.5,67,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,14-Oct,1570423294,1718920025,,,,,G,,217269,148,,,NULL,No,"1,570,423,294","1,718,920,025",Null,147.6,63.3,No Correction,San Joaquin River
"Modesto, City of",Stage One,Yes,14-Sep,1842137955,2062593033,,,,,G,,217269,193,,,NULL,No,"1,842,137,955","2,062,593,033",Null,192.7,68.2,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,14-Aug,2247225128,2509910263,,,,,G,,217269,,,,NULL,No,"2,247,225,128","2,509,910,263",Null,226.9,68,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,14-Jul,2291185234,2581933075,,,,,G,,217269,,,,NULL,No,"2,291,185,234","2,581,933,075",Null,316.4,93,No Correction,San Joaquin River
"Modesto, City of",Stage 1,Yes,14-Jun,2099379623,2293460739,,,,,G,,217269,,,,NULL,No,"2,099,379,623","2,293,460,739",Null,299.5,93,No Correction,San Joaquin River
Joshua Basin Water District,Stage 1 (Ordinance No. 15-9),Yes,15-Aug,126.742,179.809,21.008,0,0,0,AF,"Total Population Served: This was determined by the District’s consultant Kennedy/Jenks in the 2010 Urban Water Management Plan.  Metered Deliveries:  Approximately 80 accounts were improperly categorized in the billing software, many of which were designated as residential users.   Percent of Residential Use: This was determined by taking billing data as a percentage of total monthly production.  Note: Previous methodology took residential billing data as a percentage of total deliveries.     Percent of Residential Use: After reviewing the software's consumption report, it was discovered that deliveries were actually representing one month prior to the listed reporting period. For example when generating the billing software consumption report for June it is actually representing May consumption.  Total Monthly Production: After reviewing the software’s production reports it was discovered that depending on the day of the week the report is pulled it may drag in a previous months production.  For example, let’s say the 1st falls on a Monday it’s actually recording the 30th-31st production data into the following months production totals).  The Percent of Residential Use is based off of previous year’s deliveries; however, once the deliveries become available this report is then updated.  ",9514,125.499,The first water waste complaint was with regards to watering plants after measurable rain fall.  The customer received a copy of the ordinance and was directed to the District's website for additional conservation tips.   The second water waste complaint the inspector left a door hanger indicating to customer that they needed to fix their leaky swamp cooler. ,"The District provided a free landscape water saver workshop for Joshua Basin Residents on Saturday, August 15th, 2015. ",28%,No,"41,299,062","58,591,019","6,845,487",125.5,89.625,No Correction,Colorado River
Joshua Basin Water District,Stage 1 (Ordinance No. 15-9),Yes,15-Jul,127.365,201.437,13.316,0,0,0,AF,"Total Population Served: This was determined by the District’s consultant Kennedy/Jenks in the 2010 Urban Water Management Plan.  Metered Deliveries:  Approximately 80 accounts were improperly categorized in the billing software, many of which were designated as residential users.   Percent of Residential Use: This was determined by taking billing data as a percentage of total monthly production.  Note: Previous methodology took residential billing data as a percentage of total deliveries.     Percent of Residential Use: After reviewing the software's consumption report, it was discovered that deliveries were actually representing one month prior to the listed reporting period. For example when generating the billing software consumption report for June it is actually representing May consumption.  Total Monthly Production: After reviewing the software’s production reports it was discovered that depending on the day of the week the report is pulled it may drag in a previous months production.  For example, let’s say the 1st falls on a Monday it’s actually recording the 30th-31st production data into the following months production totals). ",9514,94.944,The first complaint regarding run off proved to be unfounded.  The second case the land lord received the ordinance and indicated they would speak with their tenant.  The third case included an alleged threat to shoot any personnel who entered on the property.  The district took this threat seriously and notified the proper authorities. ,,28%,No,"41,502,067","65,638,534","4,339,038",94.9,67.472,No Correction,Colorado River
